EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,COMNAME_LIST,CAT_LIST,CLIZ_LIST,SYNO_LIST,PLAT_LIST,LISPA_LIST,TEXTR_LIST,FERR_LIST,TOXR_LIST,DRAR_LIST,HABI_LIST,LIFO_LIST,PHYS_LIST,PROSY_LIST,INTRI_LIST,ABITOL_LIST,ABISUS_LIST,PHOTO_LIST,PHOTO_DESC,TEXT_LIST,TEXT_DESC,DRA_LIST,DRA_DESC,SALR_LIST,SALR_DESC,FER_LIST,FER_DESC,TOX_LIST,TOX_DESC,DEPR_LIST,DEPR_DESC,IS_DROUGHT_TOLERANT,IS_DROUGHT_SUSCEPTIBLE,IS_FIRE_TOLERANT,IS_FIRE_SUSCEPTIBLE,IS_SALINE_TOLERANT,IS_SALINE_INTOLERANT,IS_MULTIPLE_PHOTO_PERIODS,SOIL_TEXTURE_FLEXIBILITY_SCORE,IS_SOIL_TEXTURE_TOLERANT,IS_HIGH_TEMPERATURE_TOLERANT,IS_LOW_TEMPERATURE_TOLERANT,GROWTH_CYCLE_DAYS,IS_FAST_CYCLE,PRECIP_RANGE_WIDTH,IS_WIDE_PRECIP_TOLERANCE,PH_RANGE_WIDTH,IS_PH_FLEXIBLE,TEMP_RANGE_WIDTH,IS_TEMP_FLEXIBLE,CLIZ_ZONE_COUNT,HAS_MULTIPLE_COMMON_NAMES,IS_SHALLOW_ROOTED,IS_SHORT_DAY,CLIMATE_ADAPT_SCORE,SOIL_ADAPT_SCORE,WATER_ADAPT_SCORE,ADAPTABILITY_SCORE,ADAPTABILITY_LABEL
633,Casimiroa edulis,Llave & Lex.,Magnoliopsida:Rosidae:Sapindales:Rutaceae,"Zanthoxylum bombacifolium, Zanthoxylum araliaceum, Fagara bombacifolia","casimiroa, Mexican apple, white sapote, sapote blanc, zapote blanco, chapote, matasano, cacchique, ceaxmisttea, cochitzapoti",tree,erect,perennial,"evergreen, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic",grown on small scale,18.0,26.0,14.0,31.0,1500.0,3000.0,500.0,4000.0,7.0,7.5,6.5,8.0,10.0,10.0,20.0,30.0,3000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-2.0,-2.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,home garden,210.0,330.0,"['casimiroa', 'mexican apple', 'white sapote', 'sapote blanc', 'zapote blanco', 'chapote', 'matasano', 'cacchique', 'ceaxmisttea', 'cochitzapoti']","['fruits & nuts', 'ornamentals/turf', 'medicinals & aromatic']","['tropical wet & dry (aw)', 'steppe or semiarid (bs)', 'subtropical dry summer (cs)']","['zanthoxylum bombacifolium', 'zanthoxylum araliaceum', 'fagara bombacifolia']",['grown on small scale'],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],"['evergreen', 'single stem']",['home garden'],[],[],[],['short day'],['short day (<12 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,False,120.0,False,3500.0,True,1.5,False,17.0,False,0,False,False,False,0.11333333333333333,0.16666666666666666,0.5,0.229,Very Low
635,Cassia fistula,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"golden shower, Indian laburnum",tree,erect,perennial,"deciduous, single stem","ornamentals/turf, forest/wood, environmental",,18.0,30.0,4.0,48.0,1000.0,2000.0,500.0,3500.0,6.0,7.0,5.5,7.8,15.0,15.0,35.0,35.0,800.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-4.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,240.0,330.0,"['golden shower', 'indian laburnum']","['ornamentals/turf', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'steppe or semiarid (bs)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['tree'],"['deciduous', 'single stem']",[],[],[],[],['short day'],['short day (<12 hours)'],"['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,90.0,True,3000.0,True,2.3,True,44.0,True,0,False,False,False,0.8,0.5888888888888889,0.5,0.651,Moderate
681,Chloris gayana,Kunth.,Liliopsida:Commelinidae:Cyperales:Gramineae,"Chloris abyssinica Hochst., Chloris glabrata Andersson","rhodes grass, rhodesgras, capim de Rhodes, pasto Rhodes",grass,erect,"annual, perennial",multi stem,forage/pasture,grown on large scale,20.0,37.0,5.0,50.0,600.0,1500.0,550.0,2000.0,4.5,7.0,4.0,8.5,20.0,18.0,32.0,34.0,2200.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),high (>10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry winter (Cw)","fire, grazing/browsing, compete with companion crops",,,large scale/commercial,150.0,210.0,"['rhodes grass', 'rhodesgras', 'capim de rhodes', 'pasto rhodes']",['forage/pasture'],"['tropical wet & dry (aw)', 'subtropical humid (cf)', 'subtropical dry winter (cw)']","['chloris abyssinica hochst.', 'chloris glabrata andersson']",['grown on large scale'],"['annual', 'perennial']","['heavy', 'medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['grass'],['multi stem'],['large scale/commercial'],[],"['fire', 'grazing/browsing', 'compete with companion crops']",[],"['short day', 'neutral day']","['short day (<12 hours)', 'neutral day (12-14 hours)']","['heavy', 'medium']","['heavy', 'medium']",['well'],['well (dry spells)'],['high'],['high (>10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,60.0,True,1450.0,False,4.5,True,45.0,True,0,False,False,False,0.8,0.6666666666666666,0.0,0.553,Low
694,Cichorium intybus,L.,Magnoliopsida:Asteridae:Asterales:Compositae,,"chicory, common chicory, wild succory, Belgian endive, blue-sailor's succory, chickory, achicoria, chicor�e, chicoria, sigorei, cikoria, v�gv�rda, sikori, cikorie, sikuri, Wegwarte, Glyceria Wegwarte, Cichorii herba, Cichorii radix",herb,erect,"biennial, perennial",multi stem,"vegetables, medicinals & aromatic","grown on small scale, harvested from wild",10.0,30.0,6.0,35.0,1500.0,2500.0,300.0,4000.0,6.0,7.5,4.5,8.3,20.0,20.0,60.0,60.0,2000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),medium,"heavy, medium",moderate,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,90.0,330.0,"['chicory', 'common chicory', 'wild succory', 'belgian endive', ""blue-sailor's succory"", 'chickory', 'achicoria', 'chicore', 'chicoria', 'sigorei', 'cikoria', 'vgvrda', 'sikori', 'cikorie', 'sikuri', 'wegwarte', 'glyceria wegwarte', 'cichorii herba', 'cichorii radix']","['vegetables', 'medicinals & aromatic']","['steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'temperate oceanic (do)', 'temperate continental (dc)']",[],"['grown on small scale', 'harvested from wild']","['biennial', 'perennial']","['heavy', 'medium']",['moderate'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['herb'],['multi stem'],[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']",['medium'],['medium'],['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,240.0,False,3700.0,True,3.8000000000000007,True,29.0,True,0,False,False,False,0.5933333333333334,0.6666666666666666,0.5,0.596,Low
699,Cinnamomum camphora,(L.) Nees et Eberm.,Magnoliopsida:Magnoliidae:Magnoliales:Lauraceae,Laurus camphora L.,"camphor tree, camphor, Japanese camphor, camphrier, camphre, alcanforero, alcanfor, arbol del alcanfor, arvore da camphora, �rvore-da-camphora, xiang zhang shu, zhang, zhang shu, campher, kampferbaum, karpuram, karpoora, pacchakarpuram, albero della canfora, canfora, canforo, lauro canforo, kuso no ki, karpura, kapuur, kamfornii derevo, kamformii lavr, korihnik kamfornii, karpuramu, kafur, patckafur",tree,erect,perennial,"evergreen, single stem","materials, ornamentals/turf, medicinals & aromatic, environmental",grown on small scale,18.0,26.0,12.0,30.0,1200.0,1500.0,600.0,4000.0,5.5,7.0,4.3,8.0,10.0,10.0,34.0,34.0,1800.0,very bright,cloudy skies,very bright,light shade,deep (>>150 cm),medium (50-150 cm),medium,"medium, light",high,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-9.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,,270.0,300.0,"['camphor tree', 'camphor', 'japanese camphor', 'camphrier', 'camphre', 'alcanforero', 'alcanfor', 'arbol del alcanfor', 'arvore da camphora', 'rvore-da-camphora', 'xiang zhang shu', 'zhang', 'zhang shu', 'campher', 'kampferbaum', 'karpuram', 'karpoora', 'pacchakarpuram', 'albero della canfora', 'canfora', 'canforo', 'lauro canforo', 'kuso no ki', 'karpura', 'kapuur', 'kamfornii derevo', 'kamformii lavr', 'korihnik kamfornii', 'karpuramu', 'kafur', 'patckafur']","['materials', 'ornamentals/turf', 'medicinals & aromatic', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)']",['laurus camphora l.'],['grown on small scale'],['perennial'],"['medium', 'light']",['low'],[],['well (dry spells)'],['erect'],['tree'],"['evergreen', 'single stem']",[],[],[],[],['short day'],['short day (<12 hours)'],['medium'],['medium'],['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,False,30.0,True,3400.0,True,3.7,True,18.0,False,0,False,False,False,0.12,0.6666666666666666,0.5,0.406,Low
743,Coccoloba uvifera,(L.) L.,Magnoliopsida:Caryophyllidae:Polygonales:Polygonaceae,,Sea grape,"shrub, tree",erect,perennial,"deciduous, single stem, multi stem","fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",grown on small scale,21.0,26.0,10.0,32.0,700.0,1400.0,400.0,2500.0,6.5,7.5,5.8,8.0,5.0,5.0,20.0,20.0,500.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),light,"medium, light",high,moderate,nan,,low (<4 dS/m),high (>10 dS/m),well (dry spells),well (dry spells),-3.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","wind, coastal salt spray",,,,240.0,365.0,['sea grape'],"['fruits & nuts', 'materials', 'ornamentals/turf', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'subtropical humid (cf)']",[],['grown on small scale'],['perennial'],"['medium', 'light']",['moderate'],[],['well (dry spells)'],['erect'],"['shrub', 'tree']","['deciduous', 'single stem', 'multi stem']",[],[],"['wind', 'coastal salt spray']",[],['short day'],['short day (<12 hours)'],['light'],['light'],['well'],['well (dry spells)'],['high'],['high (>10 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,125.0,False,2100.0,True,2.2,True,22.0,True,0,False,False,False,0.5466666666666666,0.5777777777777778,0.5,0.546,Low
751,Coffea liberica,,Magnoliopsida:Asteridae:Rubiales:Rubiaceae,,"Liberian coffee, kofe, coffee","shrub, tree",erect,perennial,"evergreen, single stem, multi stem","fruits & nuts, environmental",grown on small scale,24.0,30.0,18.0,36.0,1600.0,2400.0,1100.0,3500.0,5.3,6.2,4.3,8.0,5.0,5.0,15.0,15.0,600.0,clear skies,cloudy skies,very bright,light shade,medium (50-150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",moderate,low,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",5.0,5.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,240.0,365.0,"['liberian coffee', 'kofe', 'coffee']","['fruits & nuts', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)']",[],['grown on small scale'],['perennial'],"['heavy', 'medium', 'light']",['low'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],"['shrub', 'tree']","['evergreen', 'single stem', 'multi stem']",[],[],[],[],['short day'],['short day (<12 hours)'],"['heavy', 'medium', 'light']","['heavy', 'medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,False,125.0,False,2400.0,True,3.7,True,18.0,False,0,False,False,False,0.12,0.6666666666666666,0.5,0.406,Low
801,Crotalaria juncea,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"sunn hemp, Bengal hemp, chinch�n",herb,erect,annual,multi stem,"forage/pasture, materials, medicinals & aromatic, cover crop, environmental",grown on large scale,20.0,30.0,4.0,40.0,500.0,1500.0,200.0,4300.0,6.0,7.0,5.0,8.4,17.0,17.0,30.0,30.0,1500.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),medium (50-150 cm),medium,"medium, light",moderate,low,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-2.0,-1.0,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,,,60.0,160.0,"['sunn hemp', 'bengal hemp', 'chinchn']","['forage/pasture', 'materials', 'medicinals & aromatic', 'cover crop', 'environmental']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)']",[],['grown on large scale'],['annual'],"['medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],['herb'],['multi stem'],[],[],[],[],"['short day', 'neutral day']","['short day (<12 hours)', 'neutral day (12-14 hours)']",['medium'],['medium'],['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,100.0,False,4100.0,True,3.4000000000000004,True,36.0,True,0,False,False,False,0.8,0.6666666666666666,0.5,0.678,Moderate
889,Actinidia chinensis,,Magnoliopsida:Dilleniidae:Ericales:Actinidiaceae,,"Chinese gooseberry, Kiwifruit","vine, shrub",climber/scrambler/scadent,perennial,"deciduous, single stem",fruits & nuts,grown on large scale,21.0,30.0,8.0,35.0,900.0,1300.0,700.0,1500.0,6.0,7.0,5.5,7.5,25.0,25.0,45.0,45.0,1500.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"light, organic","medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-9.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,210.0,330.0,"['chinese gooseberry', 'kiwifruit']",['fruits & nuts'],"['subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)', 'temperate continental (dc)', 'temperate with humid winters (df)', 'temperate with dry winters (dw)']",[],['grown on large scale'],['perennial'],"['medium', 'light']",['moderate'],[],['well (dry spells)'],['climber/scrambler/scadent'],"['vine', 'shrub']","['deciduous', 'single stem']",[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['light', 'organic']","['light', 'organic']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,False,True,120.0,False,800.0,False,2.0,True,27.0,True,0,False,False,False,0.58,0.5555555555555555,0.0,0.426,Low
952,Dodonaea viscosa,Jacq.,Magnoliopsida:Rosidae:Sapindales:Sapindaceae,,"wase, usi","shrub, tree",erect,perennial,"evergreen, single stem, multi stem","forage/pasture, medicinals & aromatic, forest/wood, environmental",,18.0,38.0,7.0,45.0,300.0,1200.0,125.0,1600.0,5.5,7.5,4.5,8.5,10.0,10.0,44.0,44.0,1000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","medium, light",low,low,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do)",grazing/browsing,,can become a weed,,125.0,300.0,"['wase', 'usi']","['forage/pasture', 'medicinals & aromatic', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'desert or arid (bw)', 'steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)']",[],[],['perennial'],"['medium', 'light']",['low'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],"['shrub', 'tree']","['evergreen', 'single stem', 'multi stem']",[],['can become a weed'],['grazing/browsing'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['low'],['low'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,True,True,175.0,False,1475.0,False,4.0,True,38.0,True,0,False,False,False,0.8,0.6666666666666666,0.0,0.553,Low
1002,Eriobotrya japonica,(Thunb.) Lindl.,Magnoliopsida:Rosidae:Rosales:Rosaceae,"Mespilus japonica Thunb., Photinia japonica, Eryobotria japonica","loquat, Japanese medlar, Japanese plum, neflier du Japon, nispereros, nespolo, Mispel, lokwat, papalaan, ton leap, lokh-wot, pee-pae, ti ba diep, so'n tra nhatban', nhot tay, biwa","shrub, tree",erect,perennial,"single stem, multi stem","fruits & nuts, medicinals & aromatic",grown on small scale,21.0,27.0,9.0,36.0,600.0,1600.0,400.0,4000.0,5.5,6.5,4.5,8.0,20.0,10.0,30.0,40.0,2400.0,clear skies,cloudy skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do)",,,,,150.0,210.0,"['loquat', 'japanese medlar', 'japanese plum', 'neflier du japon', 'nispereros', 'nespolo', 'mispel', 'lokwat', 'papalaan', 'ton leap', 'lokh-wot', 'pee-pae', 'ti ba diep', ""so'n tra nhatban'"", 'nhot tay', 'biwa']","['fruits & nuts', 'medicinals & aromatic']","['tropical wet & dry (aw)', 'tropical wet (ar)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'temperate oceanic (do)']","['mespilus japonica thunb.', 'photinia japonica', 'eryobotria japonica']",['grown on small scale'],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],"['shrub', 'tree']","['single stem', 'multi stem']",[],[],[],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['high'],['high'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,True,60.0,True,3600.0,True,3.5,True,27.0,True,0,False,False,False,0.58,0.6666666666666666,0.5,0.59,Low
1026,Eucalyptus tereticornis,Smith,Magnoliopsida:Rosidae:Myrtales:Myrtaceae,,"siver ironbark, grey gum, slaty gum, stinking gum, flooded gum, eucalipto prateado, forest red gum",tree,erect,perennial,"evergreen, single stem","materials, forest/wood, environmental",,18.0,38.0,4.0,42.0,800.0,1500.0,400.0,3500.0,6.0,7.0,5.5,7.5,15.0,6.0,38.0,38.0,1800.0,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",high,moderate,nan,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-7.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry winter (Cw)","wind, drought",,,,150.0,240.0,"['siver ironbark', 'grey gum', 'slaty gum', 'stinking gum', 'flooded gum', 'eucalipto prateado', 'forest red gum']","['materials', 'forest/wood', 'environmental']","['tropical wet & dry (aw)', 'steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry winter (cw)']",[],[],['perennial'],"['heavy', 'medium', 'light']",['moderate'],[],"['poorly (saturated >50% of year)', 'well (dry spells)']",['erect'],['tree'],"['evergreen', 'single stem']",[],[],"['wind', 'drought']",[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['medium'],['medium (4-10 dS/m)'],['high'],['high'],['nan'],['nan'],['medium'],['medium (50-150 cm)'],False,False,False,False,False,False,False,0,False,True,True,90.0,True,3100.0,True,2.0,True,38.0,True,0,False,False,False,0.8,0.5555555555555555,0.5,0.639,Moderate
1068,Feijoa sellowiana,Berg.,,Feijoa sellowiana var. rugosa Mattos,"feijoa, pineapple guava, Brazilian guava, mountain guava, fig guava, guavasteen, New Zealand banana, guayabo del pais, guayabo grande, guayabo chico, goiaba serrana, goiaba verde, goiaba abacax�","shrub, tree",erect,perennial,"evergreen, single stem, multi stem","fruits & nuts, ornamentals/turf, environmental",grown on small scale,20.0,28.0,12.0,32.0,600.0,1500.0,300.0,2000.0,5.5,7.0,5.0,8.3,26.0,24.0,35.0,50.0,1500.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light, organic",moderate,moderate,nan,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do)",coastal salt spray,,,,120.0,270.0,"['feijoa', 'pineapple guava', 'brazilian guava', 'mountain guava', 'fig guava', 'guavasteen', 'new zealand banana', 'guayabo del pais', 'guayabo grande', 'guayabo chico', 'goiaba serrana', 'goiaba verde', 'goiaba abacax']","['fruits & nuts', 'ornamentals/turf', 'environmental']","['tropical wet & dry (aw)', 'steppe or semiarid (bs)', 'subtropical humid (cf)', 'subtropical dry summer (cs)', 'subtropical dry winter (cw)', 'temperate oceanic (do)']",['feijoa sellowiana var. rugosa mattos'],['grown on small scale'],['perennial'],"['heavy', 'medium', 'light', 'organic']",['moderate'],[],"['well (dry spells)', 'excessive (dry/moderately dry)']",['erect'],"['shrub', 'tree']","['evergreen', 'single stem', 'multi stem']",[],[],['coastal salt spray'],[],"['short day', 'neutral day', 'long day']","['short day (<12 hours)', 'neutral day (12-14 hours)', 'long day (>14 hours)']","['medium', 'light']","['medium', 'light']",['well'],['well (dry spells)'],['low'],['low (<4 dS/m)'],['moderate'],['moderate'],['nan'],['nan'],['shallow'],['shallow (20-50 cm)'],False,False,False,False,False,False,False,0,False,False,False,150.0,False,1700.0,True,3.3000000000000007,True,20.0,True,0,False,False,False,0.3333333333333333,0.6666666666666666,0.5,0.492,Low
